Year Month,Postal Code,Customer Class,Total Gallons
202003,78617,Irrigation - City of Austin,0
202003,78617,Irrigation - Commercial,785600
202003,78652,Commercial,275400
202003,78652,Irrigation - Commercial,253400
202003,78653,Wholesale,0
202003,78653,Commercial,211000
202003,78653,Irrigation - Commercial,380800
202003,78660,Commercial,6139700
202003,78660,Wholesale,17882700
202003,78660,Irrigation - Commercial,1265400
202003,78660,Austin Water Utility,0
202003,78660,Irrigation - City of Austin,0
202003,78681,Commercial,693900
202003,78681,Irrigation - Commercial,12200
202003,78701,Commercial,60792500
202003,78701,Irrigation - City of Austin,230000
202003,78701,Large Volume,997000
202003,78701,Austin Water Utility,106900
202003,78701,Irrigation - Commercial,924700
202003,78701,City of Austin,7877200
202003,78702,City of Austin,1135300
202003,78702,Commercial,20918700
202003,78702,Irrigation - Commercial,1202100
202003,78702,Austin Water Utility,100000
202003,78702,Irrigation - City of Austin,368400
202003,78703,Irrigation - Commercial,1021200
202003,78703,Commercial,9713800
202003,78703,Irrigation - City of Austin,80400
202003,78703,Austin Water Utility,0
202003,78703,City of Austin,1083000
202003,78704,Irrigation - City of Austin,40100
202003,78704,City of Austin,638800
202003,78704,Irrigation - Commercial,2588400
202003,78704,Commercial,30387200
202003,78704,Austin Water Utility,7800
202003,78705,Commercial,23286700
202003,78705,Irrigation - Commercial,811200
202003,78705,City of Austin,107700
202003,78705,Irrigation - City of Austin,3100
202003,78705,Large Volume,2312900
202003,78712,Irrigation - Commercial,860700
202003,78712,Large Volume,15252400
202003,78712,Commercial,5862700
202003,78712,Irrigation - Large Volume,5369000
202003,78717,City of Austin,13800
202003,78717,Commercial,6203500
202003,78717,Irrigation - Commercial,8401700
202003,78717,Austin Water Utility,1800
202003,78717,Irrigation - City of Austin,0
202003,78719,Irrigation - Commercial,430800
202003,78719,Commercial,5784500
202003,78719,Wholesale,1456500
202003,78719,City of Austin,4841700
202003,78719,Irrigation - City of Austin,6400
202003,78719,Austin Water Utility,314200
202003,78721,Commercial,6408200
202003,78721,Irrigation - Commercial,918900
202003,78721,City of Austin,1001800
202003,78721,Austin Water Utility,4000
202003,78721,Irrigation - City of Austin,69300
202003,78722,Irrigation - City of Austin,6500
202003,78722,City of Austin,8800
202003,78722,Irrigation - Commercial,913200
202003,78722,Commercial,3155500
202003,78723,Irrigation - Commercial,3707100
202003,78723,Irrigation - City of Austin,4000
202003,78723,City of Austin,2417400
202003,78723,Commercial,15886700
202003,78723,Austin Water Utility,39400
202003,78724,Austin Water Utility,0
202003,78724,Irrigation - Commercial,2941900
202003,78724,City of Austin,9697400
202003,78724,Irrigation - City of Austin,9100
202003,78724,Commercial,9743600
202003,78725,Irrigation - Commercial,101300
202003,78725,City of Austin,329800
202003,78725,Commercial,6934000
202003,78725,Wholesale,820700
202003,78725,Large Volume,32922000
202003,78725,Austin Water Utility,69800
202003,78726,Austin Water Utility,900
202003,78726,City of Austin,11000
202003,78726,Irrigation - Commercial,1378800
202003,78726,Commercial,5390600
202003,78727,Irrigation - Commercial,3200900
202003,78727,Irrigation - City of Austin,0
202003,78727,Commercial,15793400
202003,78727,City of Austin,78400
202003,78728,Wholesale,28287000
202003,78728,Commercial,8553000
202003,78728,Irrigation - Commercial,2007100
202003,78729,City of Austin,63300
202003,78729,Irrigation - Commercial,2418600
202003,78729,Commercial,9774500
202003,78729,Irrigation - City of Austin,9800
202003,78729,Wholesale,23797100
202003,78730,City of Austin,6800
202003,78730,Commercial,2634400
202003,78730,Irrigation - Commercial,1766600
202003,78731,City of Austin,118900
202003,78731,Irrigation - City of Austin,96200
202003,78731,Austin Water Utility,0
202003,78731,Commercial,10995200
202003,78731,Irrigation - Commercial,2032700
202003,78732,Commercial,93200
202003,78732,Austin Water Utility,7000
202003,78735,Commercial,7524700
202003,78735,Wholesale,279100
202003,78735,Austin Water Utility,0
202003,78735,Irrigation - Commercial,3224100
202003,78735,Large Volume,18128000
202003,78735,City of Austin,142300
202003,78736,Irrigation - Commercial,508400
202003,78736,Commercial,3005100
202003,78737,Commercial,441300
202003,78737,Wholesale,454800
202003,78737,Irrigation - Commercial,408900
202003,78739,Commercial,897900
202003,78739,Irrigation - City of Austin,100
202003,78739,City of Austin,20900
202003,78739,Wholesale,3408000
202003,78739,Irrigation - Commercial,591900
202003,78741,Irrigation - City of Austin,94700
202003,78741,Austin Water Utility,0
202003,78741,City of Austin,407300
202003,78741,Large Volume,33243000
202003,78741,Commercial,16862100
202003,78741,Irrigation - Commercial,1922800
202003,78742,City of Austin,6900
202003,78742,Austin Water Utility,0
202003,78742,Irrigation - Commercial,64100
202003,78742,Commercial,929900
202003,78744,Commercial,28820300
202003,78744,Irrigation - City of Austin,951300
202003,78744,Irrigation - Commercial,6458600
202003,78744,Wholesale,879000
202003,78744,City of Austin,321800
202003,78744,Austin Water Utility,40800
202003,78745,Commercial,27994700
202003,78745,Irrigation - City of Austin,152200
202003,78745,City of Austin,92800
202003,78745,Wholesale,6376100
202003,78745,Irrigation - Commercial,3293100
202003,78746,City of Austin,828800
202003,78746,Irrigation - City of Austin,11600
202003,78746,Wholesale,53444800
202003,78746,Irrigation - Commercial,2231200
202003,78746,Commercial,10560100
202003,78747,Irrigation - Commercial,1162000
202003,78747,Austin Water Utility,0
202003,78747,Commercial,1705200
202003,78747,Wholesale,1853000
202003,78748,City of Austin,36000
202003,78748,Irrigation - City of Austin,15100
202003,78748,Irrigation - Commercial,4772000
202003,78748,Wholesale,466700
202003,78748,Commercial,13039400
202003,78749,Irrigation - City of Austin,0
202003,78749,Irrigation - Commercial,4160200
202003,78749,Austin Water Utility,100
202003,78749,City of Austin,362600
202003,78749,Wholesale,1265700
202003,78749,Commercial,10798200
202003,78750,Irrigation - Commercial,1582300
202003,78750,Austin Water Utility,19300
202003,78750,Commercial,8399900
202003,78750,City of Austin,305500
202003,78750,Irrigation - City of Austin,43200
202003,78751,City of Austin,41300
202003,78751,Irrigation - Commercial,441600
202003,78751,Commercial,12703500
202003,78751,Irrigation - City of Austin,15500
202003,78752,Commercial,17608600
202003,78752,Irrigation - Commercial,1914400
202003,78752,City of Austin,77600
202003,78752,Irrigation - City of Austin,0
202003,78753,Austin Water Utility,131400
202003,78753,Irrigation - City of Austin,352100
202003,78753,Irrigation - Commercial,7944200
202003,78753,City of Austin,59600
202003,78753,Commercial,27823300
202003,78754,Large Volume,170072800
202003,78754,City of Austin,219500
202003,78754,Commercial,9145500
202003,78754,Irrigation - City of Austin,149900
202003,78754,Austin Water Utility,0
202003,78754,Irrigation - Commercial,5872000
202003,78756,City of Austin,20800
202003,78756,Irrigation - Commercial,357400
202003,78756,Austin Water Utility,13500
202003,78756,Commercial,6896900
202003,78757,Commercial,14445500
202003,78757,Irrigation - City of Austin,0
202003,78757,City of Austin,346800
202003,78757,Irrigation - Commercial,1114100
202003,78758,Irrigation - City of Austin,0
202003,78758,Commercial,46946800
202003,78758,Irrigation - Commercial,6899600
202003,78758,City of Austin,2170400
202003,78759,City of Austin,43100
202003,78759,Irrigation - City of Austin,700
202003,78759,Austin Water Utility,300
202003,78759,Irrigation - Commercial,6511600
202003,78759,Commercial,31673100
202004,78613,Irrigation - Commercial,1286600
202004,78613,Commercial,1516300
202004,78613,Austin Water Utility,23700
202004,78617,Irrigation - Commercial,880500
202004,78617,Commercial,10343000
202004,78617,Irrigation - City of Austin,0
202004,78617,Austin Water Utility,45700
202004,78617,City of Austin,481300
202004,78640,Commercial,27400
202004,78652,Irrigation - Commercial,219100
202004,78652,Commercial,188200
202004,78653,Irrigation - Commercial,466900
202004,78653,Wholesale,0
202004,78653,Commercial,1151400
202004,78660,Irrigation - City of Austin,0
202004,78660,Wholesale,21153200
202004,78660,Irrigation - Commercial,1677300
202004,78660,Austin Water Utility,0
202004,78660,Commercial,4972300
202004,78681,Commercial,591600
202004,78681,Irrigation - Commercial,51400
202004,78701,Irrigation - Commercial,1644200
202004,78701,Large Volume,465000
202004,78701,Irrigation - City of Austin,259000
202004,78701,City of Austin,7612700
202004,78701,Commercial,40308400
202004,78701,Austin Water Utility,1132300
202004,78702,City of Austin,1803800
202004,78702,Irrigation - Commercial,1928600
202004,78702,Irrigation - City of Austin,312900
202004,78702,Austin Water Utility,23000
202004,78702,Commercial,15206700
202004,78703,City of Austin,1139200
202004,78703,Commercial,9239800
202004,78703,Irrigation - Commercial,1501700
202004,78703,Austin Water Utility,9300
202004,78703,Irrigation - City of Austin,118400
202004,78704,Commercial,19647900
202004,78704,Austin Water Utility,7700
202004,78704,City of Austin,548300
202004,78704,Irrigation - Commercial,2998600
202004,78704,Irrigation - City of Austin,54200
202004,78705,City of Austin,116700
202004,78705,Irrigation - City of Austin,3700
202004,78705,Irrigation - Commercial,806100
202004,78705,Austin Water Utility,4300
202004,78705,Commercial,18219800
202004,78705,Large Volume,2272400
202004,78712,Irrigation - Commercial,867800
202004,78712,Large Volume,10975400
202004,78712,Commercial,6087400
202004,78712,Irrigation - Large Volume,4587000
202004,78717,Commercial,4035300
202004,78717,City of Austin,12300
202004,78717,Austin Water Utility,1300
202004,78717,Irrigation - City of Austin,0
202004,78717,Irrigation - Commercial,7101200
202004,78719,Irrigation - City of Austin,4200
202004,78719,Commercial,4164000
202004,78719,Austin Water Utility,451100
202004,78719,City of Austin,2850500
202004,78719,Irrigation - Commercial,326500
202004,78719,Wholesale,1512100
202004,78721,City of Austin,941100
202004,78721,Commercial,4439200
202004,78721,Austin Water Utility,-600
202004,78721,Irrigation - Commercial,835300
202004,78721,Irrigation - City of Austin,21100
202004,78722,Commercial,2267200
202004,78722,Irrigation - City of Austin,5800
202004,78722,City of Austin,7400
202004,78722,Irrigation - Commercial,777800
202004,78723,Commercial,12102100
202004,78723,Irrigation - Commercial,4177200
202004,78723,City of Austin,2864300
202004,78723,Irrigation - City of Austin,1600
202004,78724,Commercial,9281800
202004,78724,Irrigation - City of Austin,56400
202004,78724,Irrigation - Commercial,2284000
202004,78724,City of Austin,10716200
202004,78724,Austin Water Utility,1500
202004,78725,Large Volume,35797200
202004,78725,Austin Water Utility,170800
202004,78725,City of Austin,323400
202004,78725,Commercial,6483400
202004,78725,Wholesale,867600
202004,78725,Irrigation - Commercial,210500
202004,78726,City of Austin,16800
202004,78726,Austin Water Utility,0
202004,78726,Commercial,4610600
202004,78726,Irrigation - Commercial,1844600
202004,78727,City of Austin,65900
202004,78727,Irrigation - Commercial,4228700
202004,78727,Commercial,12908500
202004,78727,Irrigation - City of Austin,0
202004,78728,Wholesale,33009400
202004,78728,Irrigation - Commercial,2670400
202004,78728,Commercial,8114800
202004,78729,Irrigation - City of Austin,0
202004,78729,Wholesale,25464400
202004,78729,City of Austin,51000
202004,78729,Commercial,6728500
202004,78729,Irrigation - Commercial,4576600
202004,78730,Irrigation - Commercial,2562300
202004,78730,Commercial,1667400
202004,78730,City of Austin,7600
202004,78731,Austin Water Utility,0
202004,78731,City of Austin,64400
202004,78731,Commercial,9772200
202004,78731,Irrigation - Commercial,2631300
202004,78731,Irrigation - City of Austin,74800
202004,78732,Austin Water Utility,11000
202004,78732,Commercial,53400
202004,78735,Large Volume,18400000
202004,78735,Austin Water Utility,0
202004,78735,Irrigation - Commercial,3966400
202004,78735,City of Austin,111700
202004,78735,Wholesale,205400
202004,78735,Commercial,8122800
202004,78736,Irrigation - Commercial,404900
202004,78736,Commercial,1032700
202004,78737,Irrigation - Commercial,403200
202004,78737,Commercial,333300
202004,78737,Wholesale,457600
202004,78739,Wholesale,4063000
202004,78739,Irrigation - Commercial,1449500
202004,78739,Irrigation - City of Austin,100
202004,78739,Commercial,604500
202004,78739,City of Austin,21300
202004,78741,Irrigation - Commercial,2935100
202004,78741,City of Austin,447800
202004,78741,Irrigation - City of Austin,75700
202004,78741,Commercial,13294500
202004,78741,Large Volume,38318000
202004,78741,Austin Water Utility,100
202004,78742,Austin Water Utility,0
202004,78742,City of Austin,4200
202004,78742,Irrigation - Commercial,67500
202004,78742,Commercial,662300
202004,78744,Wholesale,1050000
202004,78744,Commercial,21759000
202004,78744,Austin Water Utility,568100
202004,78744,Irrigation - Commercial,8108700
202004,78744,City of Austin,301000
202004,78744,Irrigation - City of Austin,1853700
202004,78745,Wholesale,3285500
202004,78745,City of Austin,1269400
202004,78745,Irrigation - Commercial,3286300
202004,78745,Irrigation - City of Austin,151400
202004,78745,Commercial,21145900
202004,78746,City of Austin,596900
202004,78746,Wholesale,60389600
202004,78746,Austin Water Utility,230100
202004,78746,Commercial,7743500
202004,78746,Irrigation - City of Austin,88700
202004,78746,Irrigation - Commercial,2636700
202004,78747,Irrigation - Commercial,1059500
202004,78747,Commercial,1527300
202004,78747,Wholesale,1833100
202004,78748,City of Austin,32200
202004,78748,Irrigation - Commercial,4624100
202004,78748,Commercial,8592800
202004,78748,Irrigation - City of Austin,15900
202004,78748,Wholesale,471200
202004,78749,Wholesale,1368800
202004,78749,Austin Water Utility,600
202004,78749,Commercial,6975100
202004,78749,Irrigation - City of Austin,0
202004,78749,City of Austin,110000
202004,78749,Irrigation - Commercial,6779000
202004,78750,Austin Water Utility,700400
202004,78750,Irrigation - Commercial,2053400
202004,78750,Commercial,5900500
202004,78750,City of Austin,87600
202004,78750,Irrigation - City of Austin,41200
202004,78751,Irrigation - City of Austin,20900
202004,78751,City of Austin,30300
202004,78751,Irrigation - Commercial,519100
202004,78751,Commercial,10390800
202004,78752,Irrigation - City of Austin,0
202004,78752,Commercial,12325600
202004,78752,City of Austin,75700
202004,78752,Irrigation - Commercial,2463500
202004,78753,Austin Water Utility,139400
202004,78753,City of Austin,46000
202004,78753,Irrigation - Commercial,6396700
202004,78753,Irrigation - City of Austin,388800
202004,78753,Commercial,21221300
202004,78754,Austin Water Utility,0
202004,78754,City of Austin,243200
202004,78754,Irrigation - City of Austin,400
202004,78754,Commercial,8071500
202004,78754,Irrigation - Commercial,4090500
202004,78754,Large Volume,191929400
202004,78756,City of Austin,152800
202004,78756,Austin Water Utility,11800
202004,78756,Commercial,5109500
202004,78756,Irrigation - Commercial,347900
202004,78757,City of Austin,1225300
202004,78757,Commercial,9907600
202004,78757,Irrigation - City of Austin,0
202004,78757,Irrigation - Commercial,1224900
202004,78758,City of Austin,2599500
202004,78758,Irrigation - Commercial,5803900
202004,78758,Irrigation - City of Austin,0
202004,78758,Commercial,35043500
202004,78759,Irrigation - City of Austin,200
202004,78759,City of Austin,28900
202004,78759,Austin Water Utility,0
202004,78759,Irrigation - Commercial,7547700
202004,78759,Commercial,23875600
202005,78613,Austin Water Utility,23000
202005,78613,Commercial,2131500
202005,78613,Irrigation - Commercial,1348100
202005,78617,Austin Water Utility,34700
202005,78617,City of Austin,108700
202005,78617,Irrigation - City of Austin,0
202005,78617,Commercial,11886800
202005,78617,Irrigation - Commercial,1064000
202005,78640,Commercial,20000
202005,78652,Irrigation - Commercial,609400
202005,78652,Commercial,293600
202005,78653,Irrigation - Commercial,752800
202005,78653,Commercial,1311100
202005,78653,Wholesale,0
202005,78660,Austin Water Utility,0
202005,78660,Wholesale,22255500
202005,78660,Irrigation - City of Austin,0
202005,78660,Irrigation - Commercial,1992700
202005,78660,Commercial,5741000
202005,78681,Irrigation - Commercial,213700
202005,78681,Commercial,695400
202005,78701,Irrigation - City of Austin,210100
202005,78701,Irrigation - Commercial,2334700
202005,78701,Large Volume,62000
202005,78701,Commercial,35011900
202005,78701,Austin Water Utility,85000
202005,78701,City of Austin,8820700
202005,78702,City of Austin,3218500
202005,78702,Austin Water Utility,26000
202005,78702,Irrigation - City of Austin,162700
202005,78702,Irrigation - Commercial,1742300
202005,78702,Commercial,14806100
202005,78703,Irrigation - City of Austin,403700
202005,78703,City of Austin,1478000
202005,78703,Commercial,6121500
202005,78703,Irrigation - Commercial,1322200
202005,78703,Austin Water Utility,59700
202005,78704,Commercial,18111400
202005,78704,Austin Water Utility,5800
202005,78704,City of Austin,633300
202005,78704,Irrigation - City of Austin,198600
202005,78704,Irrigation - Commercial,4067800
202005,78705,Irrigation - Commercial,2177300
202005,78705,Irrigation - City of Austin,5500
202005,78705,Commercial,18399200
202005,78705,Large Volume,2203800
202005,78705,City of Austin,250600
202005,78705,Austin Water Utility,4600
202005,78712,Large Volume,9773800
202005,78712,Irrigation - Commercial,1180900
202005,78712,Irrigation - Large Volume,6217000
202005,78712,Commercial,5380200
202005,78717,Commercial,4849100
202005,78717,Irrigation - Commercial,9380100
202005,78717,City of Austin,12600
202005,78717,Irrigation - City of Austin,0
202005,78717,Austin Water Utility,1000
202005,78719,Austin Water Utility,418000
202005,78719,Wholesale,1560600
202005,78719,City of Austin,2872400
202005,78719,Commercial,4379400
202005,78719,Irrigation - City of Austin,9100
202005,78719,Irrigation - Commercial,403800
202005,78721,Irrigation - City of Austin,23200
202005,78721,Commercial,4161700
202005,78721,Austin Water Utility,2900
202005,78721,City of Austin,797400
202005,78721,Irrigation - Commercial,993100
202005,78722,City of Austin,4700
202005,78722,Commercial,2406400
202005,78722,Irrigation - City of Austin,104600
202005,78722,Irrigation - Commercial,963500
202005,78723,City of Austin,3291500
202005,78723,Irrigation - City of Austin,11900
202005,78723,Austin Water Utility,20700
202005,78723,Irrigation - Commercial,5758600
202005,78723,Commercial,12733500
202005,78724,Austin Water Utility,500
202005,78724,Commercial,8720200
202005,78724,City of Austin,8756600
202005,78724,Irrigation - City of Austin,55500
202005,78724,Irrigation - Commercial,4006400
202005,78725,City of Austin,329700
202005,78725,Commercial,6858600
202005,78725,Large Volume,32689000
202005,78725,Austin Water Utility,194500
202005,78725,Irrigation - Commercial,363600
202005,78725,Wholesale,894200
202005,78726,City of Austin,15600
202005,78726,Austin Water Utility,100
202005,78726,Commercial,5426700
202005,78726,Irrigation - Commercial,3199100
202005,78727,Commercial,13680300
202005,78727,Irrigation - Commercial,6736400
202005,78727,City of Austin,65500
202005,78727,Irrigation - City of Austin,0
202005,78728,Wholesale,32106100
202005,78728,Commercial,8245600
202005,78728,Irrigation - Commercial,3994400
202005,78729,Irrigation - Commercial,3881200
202005,78729,Wholesale,26671100
202005,78729,Commercial,8183500
202005,78729,City of Austin,71400
202005,78729,Irrigation - City of Austin,0
202005,78730,Commercial,2070600
202005,78730,Irrigation - Commercial,3764900
202005,78730,City of Austin,800
202005,78731,Irrigation - Commercial,3477300
202005,78731,Irrigation - City of Austin,1542600
202005,78731,Commercial,11068200
202005,78731,City of Austin,33900
202005,78732,Commercial,76400
202005,78732,Austin Water Utility,77000
202005,78735,Commercial,4246100
202005,78735,Large Volume,16986000
202005,78735,Wholesale,361300
202005,78735,Austin Water Utility,0
202005,78735,Irrigation - Commercial,5332000
202005,78735,City of Austin,137000
202005,78736,Commercial,1289400
202005,78736,Irrigation - Commercial,523200
202005,78737,Commercial,222200
202005,78737,Wholesale,459300
202005,78737,Irrigation - Commercial,481000
202005,78739,Wholesale,5245000
202005,78739,Irrigation - City of Austin,100
202005,78739,City of Austin,16600
202005,78739,Commercial,164200
202005,78739,Irrigation - Commercial,732800
202005,78741,Large Volume,34308000
202005,78741,Commercial,12453700
202005,78741,City of Austin,561500
202005,78741,Austin Water Utility,0
202005,78741,Irrigation - Commercial,4861900
202005,78741,Irrigation - City of Austin,462800
202005,78742,City of Austin,2000
202005,78742,Commercial,817200
202005,78742,Irrigation - Commercial,59800
202005,78744,City of Austin,215600
202005,78744,Austin Water Utility,431700
202005,78744,Irrigation - City of Austin,2066300
202005,78744,Irrigation - Commercial,11434100
202005,78744,Commercial,19775100
202005,78744,Wholesale,1022000
202005,78745,Wholesale,2995400
202005,78745,Irrigation - City of Austin,165600
202005,78745,Irrigation - Commercial,5253100
202005,78745,Commercial,19820500
202005,78745,City of Austin,1073600
202005,78746,Commercial,7896800
202005,78746,Irrigation - City of Austin,20400
202005,78746,City of Austin,1228300
202005,78746,Wholesale,67306400
202005,78746,Austin Water Utility,216400
202005,78746,Irrigation - Commercial,3313100
202005,78747,Irrigation - Commercial,1325900
202005,78747,Commercial,1592400
202005,78747,Austin Water Utility,0
202005,78747,Wholesale,2070100
202005,78748,Irrigation - City of Austin,17900
202005,78748,Wholesale,528500
202005,78748,Irrigation - Commercial,8114900
202005,78748,Commercial,9359000
202005,78748,City of Austin,29700
202005,78749,Irrigation - Commercial,6960900
202005,78749,City of Austin,357100
202005,78749,Wholesale,1331200
202005,78749,Irrigation - City of Austin,0
202005,78749,Austin Water Utility,500
202005,78749,Commercial,5819700
202005,78750,Austin Water Utility,597500
202005,78750,Irrigation - Commercial,4583700
202005,78750,Irrigation - City of Austin,42700
202005,78750,Commercial,7075500
202005,78750,City of Austin,498700
202005,78751,Commercial,10295700
202005,78751,Irrigation - Commercial,604900
202005,78751,City of Austin,42500
202005,78751,Irrigation - City of Austin,22500
202005,78752,Irrigation - Commercial,3432600
202005,78752,City of Austin,65100
202005,78752,Irrigation - City of Austin,0
202005,78752,Commercial,13894000
202005,78753,Austin Water Utility,131400
202005,78753,City of Austin,45500
202005,78753,Irrigation - Commercial,8041900
202005,78753,Commercial,23360700
202005,78753,Irrigation - City of Austin,394900
202005,78754,Austin Water Utility,0
202005,78754,City of Austin,226700
202005,78754,Commercial,8991200
202005,78754,Irrigation - Commercial,4242400
202005,78754,Large Volume,207332500
202005,78754,Irrigation - City of Austin,300
202005,78756,Austin Water Utility,21200
202005,78756,Commercial,5585500
202005,78756,City of Austin,546700
202005,78756,Irrigation - Commercial,581700
202005,78757,Irrigation - Commercial,1300000
202005,78757,City of Austin,636200
202005,78757,Irrigation - City of Austin,0
202005,78757,Commercial,10682200
202005,78758,Commercial,40091600
202005,78758,Irrigation - City of Austin,0
202005,78758,City of Austin,3228200
202005,78758,Irrigation - Commercial,7487700
202005,78759,Irrigation - City of Austin,200
202005,78759,Commercial,25910200
202005,78759,City of Austin,219500
202005,78759,Irrigation - Commercial,9944300
202006,78613,Irrigation - Commercial,1578900
202006,78613,Commercial,3166100
202006,78617,Austin Water Utility,33200
202006,78617,City of Austin,1306200
202006,78617,Commercial,13511100
202006,78617,Irrigation - City of Austin,0
202006,78617,Irrigation - Commercial,1333200
202006,78640,Commercial,1500
202006,78652,Commercial,233100
202006,78652,Irrigation - Commercial,697500
202006,78653,Commercial,1477700
202006,78653,Irrigation - Commercial,992000
202006,78653,Wholesale,0
202006,78660,Austin Water Utility,0
202006,78660,Irrigation - Commercial,2571000
202006,78660,Commercial,6167500
202006,78660,Irrigation - City of Austin,0
202006,78660,Wholesale,24850500
202006,78681,Commercial,911100
202006,78681,Irrigation - Commercial,282700
202006,78701,City of Austin,13545000
202006,78701,Irrigation - Commercial,3252100
202006,78701,Austin Water Utility,185900
202006,78701,Irrigation - City of Austin,305500
202006,78701,Large Volume,335000
202006,78701,Commercial,46531700
202006,78702,Commercial,17455600
202006,78702,Austin Water Utility,81000
202006,78702,City of Austin,4004800
202006,78702,Irrigation - City of Austin,525500
202006,78702,Irrigation - Commercial,2563100
202006,78703,Commercial,12619500
202006,78703,Austin Water Utility,1000
202006,78703,City of Austin,2027200
202006,78703,Irrigation - City of Austin,389500
202006,78703,Irrigation - Commercial,2715500
202006,78704,Irrigation - City of Austin,242400
202006,78704,Austin Water Utility,5700
202006,78704,Irrigation - Commercial,4832700
202006,78704,Commercial,25327700
202006,78704,City of Austin,933000
202006,78705,Austin Water Utility,4100
202006,78705,Irrigation - City of Austin,3500
202006,78705,City of Austin,74800
202006,78705,Commercial,20729600
202006,78705,Irrigation - Commercial,3985400
202006,78705,Large Volume,2185800
202006,78712,Large Volume,10406700
202006,78712,Irrigation - Commercial,1199500
202006,78712,Commercial,7273500
202006,78712,Irrigation - Large Volume,6030000
202006,78717,Irrigation - City of Austin,0
202006,78717,City of Austin,13200
202006,78717,Irrigation - Commercial,12176400
202006,78717,Commercial,5831300
202006,78717,Austin Water Utility,800
202006,78719,Irrigation - Commercial,275400
202006,78719,Austin Water Utility,174000
202006,78719,City of Austin,3540300
202006,78719,Irrigation - City of Austin,45300
202006,78719,Wholesale,1798000
202006,78719,Commercial,4864100
202006,78721,Irrigation - City of Austin,76700
202006,78721,Irrigation - Commercial,989200
202006,78721,Austin Water Utility,3700
202006,78721,Commercial,5091900
202006,78721,City of Austin,1005400
202006,78722,Irrigation - City of Austin,76000
202006,78722,Commercial,2781400
202006,78722,Irrigation - Commercial,1482000
202006,78722,City of Austin,7000
202006,78723,Irrigation - City of Austin,87000
202006,78723,Commercial,13442700
202006,78723,Irrigation - Commercial,6090600
202006,78723,City of Austin,3674400
202006,78723,Austin Water Utility,0
202006,78724,Irrigation - City of Austin,10000
202006,78724,Commercial,8190700
202006,78724,City of Austin,11828200
202006,78724,Irrigation - Commercial,8274500
202006,78724,Austin Water Utility,0
202006,78725,Irrigation - Commercial,380400
202006,78725,Commercial,7323400
202006,78725,Wholesale,1122000
202006,78725,Austin Water Utility,221200
202006,78725,City of Austin,305600
202006,78725,Large Volume,31318000
202006,78726,Austin Water Utility,400
202006,78726,Irrigation - Commercial,4766100
202006,78726,Commercial,5834300
202006,78726,City of Austin,15100
202006,78727,City of Austin,61700
202006,78727,Commercial,17255300
202006,78727,Irrigation - Commercial,9849000
202006,78727,Irrigation - City of Austin,0
202006,78728,Irrigation - Commercial,6372100
202006,78728,Wholesale,35043000
202006,78728,Commercial,10170600
202006,78729,Commercial,9370200
202006,78729,City of Austin,80700
202006,78729,Wholesale,25618200
202006,78729,Irrigation - City of Austin,122000
202006,78729,Irrigation - Commercial,5619800
202006,78730,City of Austin,13900
202006,78730,Irrigation - Commercial,6506600
202006,78730,Commercial,3251200
202006,78731,City of Austin,81100
202006,78731,Austin Water Utility,0
202006,78731,Irrigation - Commercial,5919500
202006,78731,Irrigation - City of Austin,112300
202006,78731,Commercial,12635000
202006,78732,Commercial,89500
202006,78732,Austin Water Utility,0
202006,78735,Commercial,10277400
202006,78735,Irrigation - Commercial,7233500
202006,78735,Large Volume,18668300
202006,78735,Austin Water Utility,0
202006,78735,City of Austin,125100
202006,78735,Wholesale,953100
202006,78736,Irrigation - Commercial,662700
202006,78736,Commercial,1618700
202006,78737,Commercial,222600
202006,78737,Wholesale,516400
202006,78737,Irrigation - Commercial,592400
202006,78739,Irrigation - Commercial,4122800
202006,78739,Wholesale,6445000
202006,78739,Commercial,472400
202006,78739,Irrigation - City of Austin,100
202006,78739,City of Austin,17700
202006,78741,City of Austin,1520700
202006,78741,Irrigation - Commercial,6634000
202006,78741,Irrigation - City of Austin,1746200
202006,78741,Austin Water Utility,800
202006,78741,Commercial,15946300
202006,78741,Large Volume,33452000
202006,78742,Irrigation - Commercial,39600
202006,78742,Austin Water Utility,0
202006,78742,Commercial,930000
202006,78742,City of Austin,2600
202006,78744,Commercial,23305200
202006,78744,Wholesale,1442000
202006,78744,Irrigation - City of Austin,4534200
202006,78744,Austin Water Utility,581800
202006,78744,Irrigation - Commercial,15971600
202006,78744,City of Austin,203400
202006,78745,Wholesale,3836500
202006,78745,City of Austin,1357600
202006,78745,Commercial,25145200
202006,78745,Irrigation - City of Austin,169100
202006,78745,Irrigation - Commercial,6324300
202006,78746,Austin Water Utility,225800
202006,78746,City of Austin,1091200
202006,78746,Wholesale,88646900
202006,78746,Commercial,11699700
202006,78746,Irrigation - City of Austin,8200
202006,78746,Irrigation - Commercial,4922700
202006,78747,Austin Water Utility,6100
202006,78747,Commercial,1603800
202006,78747,Irrigation - Commercial,1920500
202006,78747,Wholesale,2346300
202006,78748,City of Austin,29400
202006,78748,Irrigation - Commercial,12042500
202006,78748,Wholesale,522700
202006,78748,Commercial,10970400
202006,78748,Irrigation - City of Austin,15600
202006,78749,Irrigation - City of Austin,0
202006,78749,Commercial,9071000
202006,78749,Irrigation - Commercial,10685500
202006,78749,City of Austin,201300
202006,78749,Austin Water Utility,400
202006,78749,Wholesale,1790400
202006,78750,Commercial,7872500
