year_month,postal_code,customer_class,total_gallons
202111,78756,Multi-Family,6860300.000000
202110,78731,Irrigation - Residential,659800.000000
202201,78705,Multi-Family,30524100.000000
202202,78723,Irrigation - Multi-Family,583800.000000
202111,78742,Residential,540000.000000
202112,78724,Residential,23884700.000000
202110,78717,Residential,43110900.000000
202110,78724,Irrigation - Residential,13500.000000
202112,78705,Irrigation - Residential,55600.000000
202202,78751,Irrigation - Residential,31600.000000
202202,78727,Multi-Family,23186400.000000
202109,78750,Multi-Family,14008400.000000
202201,78758,Multi-Family,56592000.000000
202112,78745,Irrigation - Residential,9800.000000
202112,78701,Irrigation - Multi-Family,725300.000000
202202,78731,Residential,46171500.000000
202112,78752,Irrigation - Multi-Family,400500.000000
202201,78613,Irrigation - Multi-Family,783500.000000
202109,78754,Residential,45737900.000000
202201,78726,Residential,15166500.000000
202109,78728,Irrigation - Residential,6000.000000
202110,78721,Irrigation - Multi-Family,26900.000000
202110,78759,Multi-Family,43043200.000000
202109,78726,Residential,29221600.000000
202202,78704,Multi-Family,55196500.000000
202201,78703,Irrigation - Multi-Family,458700.000000
202111,78681,Irrigation - Multi-Family,194400.000000
202110,78704,Irrigation - Residential,236500.000000
202203,78702,Residential,25347200.000000
202201,78746,Irrigation - Residential,421900.000000
202112,78739,Multi-Family,38100.000000
202109,78756,Irrigation - Residential,103300.000000
202203,78617,Irrigation - Multi-Family,206200.000000
202111,78705,Multi-Family,42076200.000000
202201,78741,Irrigation - Residential,5200.000000
202112,78756,Irrigation - Multi-Family,453200.000000
202112,78725,Irrigation - Residential,0.000000
202202,78749,Irrigation - Multi-Family,1620200.000000
202202,78702,Irrigation - Residential,8700.000000
202110,78741,Residential,20138100.000000
202110,78757,Multi-Family,13562300.000000
202110,78741,Irrigation - Multi-Family,4730100.000000
202111,78723,Multi-Family,22041100.000000
202111,78754,Residential,27363600.000000
202112,78748,Irrigation - Residential,11900.000000
202111,78750,Irrigation - Residential,4400.000000
202201,78731,Multi-Family,17617500.000000
202112,78721,Multi-Family,7824200.000000
202111,78748,Irrigation - Multi-Family,9442800.000000
202112,78728,Irrigation - Multi-Family,2453100.000000
202111,78746,Irrigation - Residential,449800.000000
202109,78736,Irrigation - Residential,16400.000000
202111,78727,Residential,31574600.000000
202110,78731,Multi-Family,18493500.000000
202203,78705,Residential,8999000.000000
202110,78751,Irrigation - Residential,143500.000000
202201,78750,Residential,38368800.000000
202112,78731,Irrigation - Multi-Family,1324500.000000
202110,78681,Irrigation - Multi-Family,475200.000000
202112,78613,Multi-Family,6621700.000000
202201,78735,Residential,16754800.000000
202109,78750,Irrigation - Multi-Family,3526100.000000
202202,78746,Residential,30240400.000000
202112,78746,Irrigation - Multi-Family,973100.000000
202109,78721,Irrigation - Residential,8600.000000
202202,78742,Irrigation - Multi-Family,59200.000000
202109,78730,Residential,39019600.000000
202202,78747,Irrigation - Multi-Family,1334400.000000
202201,78752,Multi-Family,25216200.000000
202202,78724,Irrigation - Residential,4600.000000
202111,78756,Irrigation - Residential,57700.000000
202109,78746,Multi-Family,14085300.000000
202110,78754,Irrigation - Residential,7300.000000
202112,78750,Irrigation - Multi-Family,1149800.000000
202201,78727,Irrigation - Residential,1500.000000
202112,78704,Multi-Family,54515000.000000
202111,78747,Irrigation - Residential,0.000000
202110,78742,Multi-Family,222900.000000
202202,78722,Multi-Family,2772000.000000
202110,78724,Multi-Family,15470300.000000
202111,78757,Irrigation - Residential,15500.000000
202109,78747,Multi-Family,11401000.000000
202109,78750,Residential,79323100.000000
202112,78756,Irrigation - Residential,32300.000000
202110,78613,Multi-Family,5403100.000000
202112,78741,Irrigation - Residential,12700.000000
202112,78746,Irrigation - Residential,491100.000000
202112,78723,Residential,34253800.000000
202112,78745,Irrigation - Multi-Family,4401300.000000
202109,78722,Residential,11642800.000000
202109,78754,Irrigation - Multi-Family,5376800.000000
202202,78681,Multi-Family,563200.000000
202110,78746,Residential,57936200.000000
202112,78701,Residential,794300.000000
202110,78728,Multi-Family,13135800.000000
202111,78751,Residential,13545500.000000
202201,78717,Irrigation - Residential,7800.000000
202111,78725,Residential,3458300.000000
202111,78731,Irrigation - Residential,561300.000000
202110,78722,Residential,9726100.000000
202201,78747,Irrigation - Residential,0.000000
202109,78742,Residential,587100.000000
202201,78723,Multi-Family,25705400.000000
202201,78749,Residential,48831400.000000
202201,78722,Residential,7941900.000000
202112,78660,Multi-Family,4372600.000000
202109,78727,Residential,52398200.000000
202111,78613,Irrigation - Multi-Family,1661500.000000
202201,78748,Residential,63234300.000000
202110,78746,Irrigation - Residential,476500.000000
202202,78702,Irrigation - Multi-Family,743100.000000
202109,78753,Irrigation - Multi-Family,9109000.000000
202111,78750,Irrigation - Multi-Family,2176400.000000
202110,78730,Irrigation - Multi-Family,1547900.000000
202110,78717,Irrigation - Multi-Family,7588500.000000
202111,78746,Irrigation - Multi-Family,903900.000000
202111,78730,Irrigation - Residential,137400.000000
202201,78702,Irrigation - Multi-Family,1373700.000000
202201,78751,Residential,14620000.000000
202110,78754,Residential,31889900.000000
202110,78701,Residential,917400.000000
202112,78652,Residential,4944800.000000
202110,78751,Multi-Family,14162900.000000
202112,78727,Irrigation - Multi-Family,5167700.000000
202111,78735,Irrigation - Multi-Family,3469900.000000
202202,78742,Residential,492900.000000
202202,78652,Residential,4312800.000000
202201,78756,Residential,10355000.000000
202110,78741,Irrigation - Residential,50100.000000
202201,78727,Residential,30706000.000000
202203,78719,Irrigation - Residential,7900.000000
202202,78719,Irrigation - Residential,16100.000000
202202,78741,Multi-Family,76949700.000000
202109,78722,Irrigation - Multi-Family,46900.000000
202110,78705,Irrigation - Multi-Family,1421300.000000
202110,78702,Multi-Family,19259300.000000
202111,78703,Irrigation - Multi-Family,632800.000000
202109,78731,Irrigation - Multi-Family,1483400.000000
202202,78726,Multi-Family,15309100.000000
202202,78724,Irrigation - Multi-Family,468900.000000
202202,78747,Irrigation - Residential,0.000000
202110,78701,Multi-Family,21099800.000000
202202,78747,Residential,23906200.000000
202203,78681,Multi-Family,686800.000000
202203,78722,Multi-Family,2814300.000000
202202,78701,Multi-Family,20358400.000000
202111,78747,Multi-Family,9765400.000000
202201,78728,Multi-Family,13532900.000000
202202,78739,Irrigation - Multi-Family,141200.000000
202111,78724,Residential,19987800.000000
202203,78653,Residential,2847100.000000
202109,78737,Residential,14749300.000000
202202,78751,Residential,13939300.000000
202202,78736,Irrigation - Multi-Family,583900.000000
202109,78723,Irrigation - Multi-Family,364800.000000
202201,78745,Irrigation - Multi-Family,2631700.000000
202111,78751,Multi-Family,13420200.000000
202202,78756,Residential,9479900.000000
202112,78731,Irrigation - Residential,562300.000000
202202,78756,Irrigation - Residential,29300.000000
202111,78728,Irrigation - Residential,5700.000000
202110,78750,Residential,50804700.000000
202202,78701,Irrigation - Residential,73400.000000
202109,78744,Irrigation - Residential,38200.000000
202110,78617,Multi-Family,7526500.000000
202109,78727,Multi-Family,26332000.000000
202111,78721,Multi-Family,6414500.000000
202111,78731,Multi-Family,16428500.000000
202203,78704,Irrigation - Multi-Family,2195500.000000
202201,78722,Irrigation - Multi-Family,9100.000000
202111,78617,Residential,19575400.000000
202202,78613,Irrigation - Multi-Family,515900.000000
202112,78717,Irrigation - Residential,7400.000000
202112,78741,Residential,17107400.000000
202111,78741,Residential,16739600.000000
202112,78759,Multi-Family,43212100.000000
202109,78751,Residential,20748700.000000
202201,78756,Multi-Family,7618200.000000
202111,78756,Residential,10760100.000000
202201,78701,Irrigation - Residential,84800.000000
202202,78705,Irrigation - Residential,24600.000000
202201,78739,Multi-Family,50300.000000
202201,78757,Residential,30014000.000000
202203,78703,Multi-Family,12480100.000000
202111,78704,Residential,44551800.000000
202202,78741,Residential,14951900.000000
202201,78705,Irrigation - Residential,31000.000000
202111,78759,Multi-Family,41494400.000000
202201,78736,Irrigation - Residential,12300.000000
202110,78756,Irrigation - Residential,80700.000000
202109,78739,Multi-Family,74500.000000
202202,78617,Multi-Family,7227000.000000
202112,78702,Multi-Family,20106600.000000
202111,78735,Multi-Family,11092600.000000
202112,78732,Residential,213800.000000
202112,78727,Multi-Family,23882800.000000
202111,78742,Irrigation - Multi-Family,67300.000000
202112,78754,Residential,30611300.000000
202110,78735,Multi-Family,13964700.000000
202201,78744,Residential,54333700.000000
202201,78730,Residential,18432200.000000
202202,78730,Irrigation - Residential,169300.000000
202201,78751,Irrigation - Multi-Family,293500.000000
202112,78723,Irrigation - Multi-Family,741300.000000
202109,78731,Multi-Family,20490100.000000
202111,78719,Residential,1734200.000000
202109,78753,Irrigation - Residential,23000.000000
202110,78722,Irrigation - Multi-Family,65200.000000
202111,78703,Residential,48375200.000000
202203,78610,Residential,121600.000000
202111,78730,Multi-Family,4222300.000000
202110,78702,Residential,26711000.000000
202202,78705,Residential,7543500.000000
202112,78753,Irrigation - Multi-Family,6296700.000000
202109,78748,Irrigation - Residential,20900.000000
202202,78728,Residential,7382300.000000
202201,78751,Irrigation - Residential,81200.000000
202109,78730,Irrigation - Residential,296100.000000
202112,78729,Residential,17802600.000000
202202,78751,Multi-Family,13721500.000000
202109,78744,Multi-Family,38421500.000000
202112,78749,Multi-Family,17352400.000000
202203,78704,Multi-Family,54395500.000000
202109,78717,Irrigation - Multi-Family,9709500.000000
202201,78726,Irrigation - Multi-Family,2657400.000000
202201,78754,Irrigation - Multi-Family,2463800.000000
202109,78732,Residential,492900.000000
202109,78726,Irrigation - Residential,117900.000000
202112,78736,Irrigation - Residential,10000.000000
202201,78748,Irrigation - Residential,16600.000000
202110,78652,Irrigation - Residential,35500.000000
202109,78725,Irrigation - Multi-Family,417300.000000
202109,78749,Multi-Family,18765600.000000
202111,78730,Irrigation - Multi-Family,1591700.000000
202110,78705,Multi-Family,47770400.000000
202111,78701,Irrigation - Multi-Family,806600.000000
202202,78725,Irrigation - Residential,0.000000
202110,78729,Multi-Family,25092500.000000
202203,78660,Multi-Family,8187600.000000
202201,78737,Irrigation - Residential,3700.000000
202111,78749,Irrigation - Multi-Family,3886800.000000
202202,78721,Irrigation - Residential,15900.000000
202112,78681,Irrigation - Multi-Family,221600.000000
202111,78745,Residential,57150500.000000
202109,78723,Multi-Family,27033200.000000
202112,78725,Residential,4457800.000000
202110,78748,Multi-Family,29383900.000000
202201,78703,Multi-Family,11672900.000000
202201,78752,Residential,10865000.000000
202202,78746,Irrigation - Residential,297200.000000
202111,78726,Multi-Family,13327600.000000
202112,78744,Residential,55234400.000000
202202,78613,Multi-Family,6219200.000000
202201,78757,Irrigation - Multi-Family,271600.000000
202111,78736,Irrigation - Residential,15300.000000
202202,78744,Irrigation - Multi-Family,2339400.000000
202110,78725,Irrigation - Residential,0.000000
202111,78719,Multi-Family,219500.000000
202111,78660,Residential,16362400.000000
202201,78730,Multi-Family,4627200.000000
202110,78660,Irrigation - Multi-Family,3840000.000000
202109,78727,Irrigation - Residential,49000.000000
202202,78748,Irrigation - Residential,7800.000000
202201,78724,Multi-Family,18334000.000000
202202,78754,Irrigation - Residential,7800.000000
202202,78759,Multi-Family,38053100.000000
202110,78757,Irrigation - Residential,46900.000000
202112,78753,Irrigation - Residential,5000.000000
202202,78725,Multi-Family,639100.000000
202111,78748,Irrigation - Residential,10400.000000
202109,78748,Irrigation - Multi-Family,11935700.000000
202111,78652,Residential,5393400.000000
202111,78681,Multi-Family,329700.000000
202111,78704,Irrigation - Residential,382700.000000
202202,78702,Residential,23238300.000000
202110,78747,Multi-Family,10337300.000000
202112,78748,Multi-Family,29554800.000000
202110,78753,Residential,37399700.000000
202201,78744,Irrigation - Multi-Family,5103700.000000
202202,78750,Irrigation - Residential,8400.000000
202111,78752,Irrigation - Multi-Family,411900.000000
202110,78737,Irrigation - Residential,6600.000000
202201,78739,Irrigation - Multi-Family,140600.000000
202202,78757,Irrigation - Residential,7200.000000
202111,78729,Irrigation - Multi-Family,2824500.000000
202203,78703,Residential,45620000.000000
202111,78759,Residential,50233200.000000
202111,78738,Residential,14000.000000
202202,78754,Residential,25533500.000000
202201,78749,Irrigation - Residential,14400.000000
202110,78749,Irrigation - Multi-Family,5575200.000000
202203,78719,Residential,2039000.000000
202201,78721,Irrigation - Residential,15100.000000
202112,78722,Multi-Family,2710600.000000
202110,78744,Multi-Family,35324000.000000
202112,78703,Residential,48816800.000000
202201,78719,Residential,1597300.000000
202202,78749,Multi-Family,18483500.000000
202110,78759,Residential,68843000.000000
202202,78729,Multi-Family,21602900.000000
202202,78745,Irrigation - Multi-Family,1162300.000000
202202,78681,Irrigation - Multi-Family,183300.000000
202203,78653,Irrigation - Multi-Family,728800.000000
202202,78721,Residential,12420700.000000
202110,78717,Irrigation - Residential,14800.000000
202110,78737,Residential,10386400.000000
202201,78736,Multi-Family,5109200.000000
202201,78681,Multi-Family,395200.000000
202110,78730,Multi-Family,4732500.000000
202109,78737,Irrigation - Residential,9200.000000
202110,78752,Irrigation - Multi-Family,477800.000000
202202,78759,Irrigation - Multi-Family,960200.000000
202112,78739,Irrigation - Multi-Family,205800.000000
202109,78757,Irrigation - Multi-Family,359900.000000
202202,78736,Residential,10393900.000000
202202,78739,Multi-Family,51300.000000
202111,78725,Irrigation - Multi-Family,139900.000000
202109,78759,Irrigation - Residential,174000.000000
202202,78704,Residential,41059100.000000
202112,78758,Irrigation - Multi-Family,3800400.000000
202201,78729,Residential,18912000.000000
202109,78752,Multi-Family,26840500.000000
202202,78717,Multi-Family,20137300.000000
202109,78719,Multi-Family,265600.000000
202111,78721,Irrigation - Multi-Family,17600.000000
202201,78704,Irrigation - Multi-Family,2742200.000000
202111,78744,Irrigation - Multi-Family,9128600.000000
202112,78719,Irrigation - Residential,18300.000000
202110,78730,Residential,32776200.000000
202202,78717,Irrigation - Residential,7500.000000
202203,78652,Irrigation - Residential,48000.000000
202112,78717,Multi-Family,20218900.000000
202202,78752,Multi-Family,24454500.000000
202111,78736,Residential,11412000.000000
202202,78727,Irrigation - Multi-Family,2068700.000000
202202,78703,Irrigation - Residential,698200.000000
202111,78702,Irrigation - Multi-Family,1797600.000000
202110,78753,Irrigation - Multi-Family,7700900.000000
202109,78728,Irrigation - Multi-Family,2939900.000000
202202,78731,Irrigation - Residential,263200.000000
202201,78759,Residential,46775000.000000
202110,78736,Multi-Family,4794700.000000
202201,78741,Irrigation - Multi-Family,3045600.000000
202201,78728,Residential,7659200.000000
202201,78745,Irrigation - Residential,5700.000000
202110,78721,Residential,13352000.000000
202202,78652,Irrigation - Residential,31800.000000
202110,78704,Residential,55971000.000000
202203,78701,Irrigation - Residential,88700.000000
202110,78744,Residential,61537800.000000
202112,78610,Residential,29200.000000
202203,78721,Irrigation - Residential,16300.000000
202203,78702,Multi-Family,18350200.000000
202111,78729,Residential,12808800.000000
202202,78730,Multi-Family,4477600.000000
202110,78726,Irrigation - Residential,63100.000000
202110,78749,Irrigation - Residential,23600.000000
202112,78726,Multi-Family,14626400.000000
202202,78726,Irrigation - Multi-Family,1737500.000000
202201,78719,Irrigation - Residential,18400.000000
202111,78704,Multi-Family,52360000.000000
202202,78749,Residential,43048000.000000
202109,78758,Irrigation - Multi-Family,5887500.000000
202111,78717,Irrigation - Residential,6400.000000
202109,78735,Multi-Family,15349000.000000
202202,78660,Multi-Family,7957800.000000
202111,78744,Residential,52653700.000000
202201,78660,Multi-Family,8172800.000000
202202,78722,Irrigation - Residential,7100.000000
202111,78754,Irrigation - Residential,6500.000000
202202,78745,Irrigation - Residential,2800.000000
202110,78758,Multi-Family,55149300.000000
202110,78739,Multi-Family,32400.000000
202112,78746,Multi-Family,11203700.000000
202110,78753,Multi-Family,61702200.000000
202110,78735,Residential,25304600.000000
202201,78746,Residential,36472900.000000
202112,78737,Residential,7358500.000000
202112,78705,Residential,9378000.000000
202201,78736,Residential,11058200.000000
202109,78757,Residential,50481600.000000
202201,78653,Multi-Family,211300.000000
202202,78737,Irrigation - Residential,3300.000000
202112,78730,Irrigation - Residential,91200.000000
202111,78725,Multi-Family,430700.000000
202201,78704,Irrigation - Residential,416600.000000
202109,78739,Irrigation - Multi-Family,403700.000000
202109,78719,Residential,1796100.000000
202201,78750,Irrigation - Residential,7800.000000
202202,78704,Irrigation - Residential,271800.000000
202112,78750,Irrigation - Residential,6200.000000
202112,78758,Multi-Family,59031100.000000
202109,78752,Residential,14343000.000000
202201,78747,Irrigation - Multi-Family,2318600.000000
202111,78701,Irrigation - Residential,77600.000000
202111,78737,Irrigation - Residential,7000.000000
202110,78703,Irrigation - Multi-Family,1204400.000000
202110,78719,Irrigation - Residential,20800.000000
202112,78653,Residential,2783300.000000
202109,78729,Residential,28147800.000000
202111,78753,Irrigation - Residential,2900.000000
202112,78702,Irrigation - Residential,31200.000000
202110,78728,Irrigation - Multi-Family,2982300.000000
202201,78703,Irrigation - Residential,920000.000000
202201,78759,Multi-Family,37757900.000000
202112,78759,Residential,53544100.000000
202110,78723,Residential,37483200.000000
202202,78653,Irrigation - Multi-Family,190100.000000
202109,78753,Multi-Family,72187200.000000
202201,78725,Irrigation - Residential,0.000000
202109,78744,Irrigation - Multi-Family,9474600.000000
202109,78724,Irrigation - Residential,10500.000000
202110,78703,Residential,63899000.000000
202201,78731,Irrigation - Residential,526100.000000
202201,78754,Multi-Family,19426000.000000
202109,78749,Irrigation - Multi-Family,6250300.000000
202109,78746,Irrigation - Residential,735700.000000
202202,78753,Irrigation - Residential,2700.000000
202202,78728,Irrigation - Multi-Family,119200.000000
202112,78726,Residential,16801600.000000
202109,78741,Irrigation - Residential,46900.000000
202111,78726,Irrigation - Residential,9800.000000
202111,78758,Irrigation - Residential,14700.000000
202110,78724,Residential,25728000.000000
202109,78758,Irrigation - Residential,45200.000000
202110,78758,Irrigation - Multi-Family,5383000.000000
202201,78617,Residential,20727300.000000
202201,78758,Irrigation - Residential,15100.000000
202202,78744,Irrigation - Residential,35100.000000
202202,78717,Irrigation - Multi-Family,1716100.000000
202203,78705,Irrigation - Residential,39300.000000
202111,78722,Irrigation - Multi-Family,127500.000000
202112,78701,Multi-Family,22650900.000000
202203,78717,Irrigation - Multi-Family,3960000.000000
202112,78757,Multi-Family,13972500.000000
202112,78730,Irrigation - Multi-Family,897500.000000
202202,78758,Residential,31074300.000000
202202,78722,Residential,7200500.000000
202202,78735,Irrigation - Multi-Family,1007500.000000
202112,78617,Multi-Family,7493400.000000
202201,78653,Irrigation - Multi-Family,225400.000000
202111,78749,Multi-Family,15369600.000000
202110,78725,Residential,5641000.000000
202111,78745,Multi-Family,36736500.000000
202111,78757,Multi-Family,13696300.000000
202202,78724,Residential,20822700.000000
202110,78653,Residential,2912700.000000
202202,78748,Multi-Family,29362800.000000
202201,78753,Irrigation - Multi-Family,4293300.000000
202110,78745,Irrigation - Multi-Family,7301900.000000
202109,78745,Residential,86935900.000000
202201,78725,Residential,4162100.000000
202111,78653,Multi-Family,120900.000000
202208,78724,Irrigation - Multi-Family,4384400.000000
202204,78750,Multi-Family,12071700.000000
202208,78701,Irrigation - Residential,78400.000000
202204,78736,Irrigation - Residential,14500.000000
202204,78741,Irrigation - Residential,4200.000000
202204,78719,Residential,1277900.000000
202205,78704,Irrigation - Multi-Family,4643100.000000
202206,78745,Irrigation - Multi-Family,5642700.000000
202206,78752,Multi-Family,24844800.000000
202203,78731,Irrigation - Residential,245500.000000
202208,78751,Irrigation - Residential,278900.000000
202207,78703,Irrigation - Multi-Family,1206600.000000
202203,78726,Irrigation - Multi-Family,2600000.000000
202209,78717,Residential,44374300.000000
202209,78704,Irrigation - Multi-Family,7259000.000000
202207,78759,Residential,104812800.000000
202205,78747,Residential,32500900.000000
202209,78726,Multi-Family,12882600.000000
202206,78746,Residential,65523500.000000
202207,78726,Irrigation - Residential,89700.000000
202206,78728,Irrigation - Multi-Family,3152600.000000
202204,78754,Residential,34905700.000000
202207,78753,Multi-Family,65093500.000000
202205,78721,Residential,13400200.000000
202208,78721,Multi-Family,7843200.000000
202205,78728,Multi-Family,13004400.000000
202209,78722,Multi-Family,2757800.000000
202207,78749,Irrigation - Residential,16100.000000
202205,78735,Multi-Family,14488800.000000
202203,78727,Multi-Family,24366700.000000
202206,78739,Irrigation - Multi-Family,348100.000000
202204,78705,Irrigation - Residential,142800.000000
202208,78704,Irrigation - Multi-Family,8570900.000000
202205,78756,Irrigation - Residential,54200.000000
202203,78745,Irrigation - Multi-Family,1880500.000000
202205,78653,Irrigation - Multi-Family,1205600.000000
202205,78741,Residential,16660600.000000
202207,78724,Multi-Family,19508000.000000
202204,78724,Residential,23694000.000000
202206,78724,Irrigation - Residential,11300.000000
202207,78652,Irrigation - Residential,65900.000000
202206,78742,Irrigation - Multi-Family,45000.000000
202207,78728,Residential,12694000.000000
202203,78756,Multi-Family,7538200.000000
202206,78757,Irrigation - Residential,29500.000000
202206,78717,Multi-Family,19279100.000000
202203,78751,Multi-Family,14763200.000000
202208,78759,Residential,117448900.000000
202206,78735,Residential,32760800.000000
202206,78702,Residential,31579800.000000
202205,78613,Multi-Family,5602500.000000
202204,78747,Residential,29112600.000000
202205,78752,Residential,11567800.000000
202205,78757,Irrigation - Multi-Family,379900.000000
202203,78722,Irrigation - Residential,7900.000000
202208,78736,Multi-Family,5564800.000000
202209,78681,Multi-Family,912300.000000
202206,78702,Irrigation - Residential,15900.000000
202208,78750,Residential,88934900.000000
202206,78756,Irrigation - Residential,69300.000000
202204,78736,Residential,14003400.000000
202204,78701,Irrigation - Multi-Family,462100.000000
202203,78735,Multi-Family,17063000.000000
202206,78652,Residential,8799200.000000
202206,78747,Irrigation - Multi-Family,2899600.000000
202204,78756,Multi-Family,7117300.000000
202206,78750,Multi-Family,14354800.000000
202206,78723,Multi-Family,28100800.000000
202207,78719,Irrigation - Residential,23900.000000
202203,78742,Residential,523000.000000
202207,78758,Multi-Family,57197400.000000
202205,78741,Multi-Family,78550800.000000
202205,78751,Residential,17349900.000000
202208,78660,Residential,29767200.000000
202208,78725,Residential,7255400.000000
202209,78719,Irrigation - Residential,21100.000000
202206,78728,Multi-Family,14758200.000000
202207,78702,Irrigation - Multi-Family,3404400.000000
202204,78735,Residential,21947600.000000
202207,78725,Irrigation - Multi-Family,223700.000000
202208,78728,Multi-Family,16851400.000000
202205,78728,Residential,9733400.000000
202205,78759,Irrigation - Multi-Family,2027200.000000
202205,78719,Irrigation - Residential,14700.000000
202204,78613,Multi-Family,6613400.000000
202207,78735,Multi-Family,13216900.000000
202206,78749,Irrigation - Residential,11500.000000
202205,78735,Irrigation - Multi-Family,4735200.000000
202204,78701,Irrigation - Residential,90500.000000
202207,78754,Multi-Family,18278400.000000
202205,78746,Irrigation - Multi-Family,812400.000000
202203,78728,Irrigation - Multi-Family,119800.000000
202208,78717,Irrigation - Multi-Family,12846900.000000
202204,78730,Multi-Family,4616200.000000
202208,78730,Irrigation - Multi-Family,2569600.000000
202203,78749,Residential,47823600.000000
202206,78717,Irrigation - Residential,21700.000000
202207,78741,Irrigation - Residential,34200.000000
202208,78660,Irrigation - Multi-Family,14901200.000000
202205,78660,Residential,21512300.000000
202204,78746,Irrigation - Residential,431900.000000
202205,78748,Irrigation - Residential,6900.000000
202207,78653,Multi-Family,176500.000000
202207,78731,Irrigation - Residential,1091700.000000
202208,78702,Residential,37639200.000000
202204,78728,Irrigation - Multi-Family,519700.000000
202206,78724,Multi-Family,19407300.000000
202206,78660,Irrigation - Multi-Family,6999000.000000
202203,78751,Irrigation - Residential,52400.000000
202205,78703,Irrigation - Residential,1435000.000000
202204,78751,Multi-Family,13640100.000000
202206,78754,Multi-Family,22372400.000000
202203,78747,Residential,26098200.000000
202206,78758,Residential,48274800.000000
202208,78730,Residential,52664600.000000
202208,78745,Irrigation - Multi-Family,9538700.000000
202209,78726,Irrigation - Multi-Family,8175400.000000
202209,78703,Irrigation - Residential,1886300.000000
202206,78739,Multi-Family,65200.000000
202207,78749,Irrigation - Multi-Family,6173000.000000
202208,78736,Irrigation - Multi-Family,3092900.000000
202208,78747,Irrigation - Residential,2000.000000
202207,78717,Irrigation - Residential,30400.000000
202203,78723,Irrigation - Multi-Family,684600.000000
202204,78731,Irrigation - Multi-Family,720100.000000
202204,78701,Residential,929900.000000
202206,78756,Irrigation - Multi-Family,491900.000000
202204,78617,Multi-Family,7180300.000000
202207,78744,Irrigation - Multi-Family,7001900.000000
202206,78727,Irrigation - Multi-Family,9909400.000000
202203,78750,Multi-Family,13258600.000000
202203,78746,Irrigation - Multi-Family,336600.000000
202207,78723,Irrigation - Multi-Family,1321000.000000
202208,78746,Irrigation - Multi-Family,1722300.000000
202205,78705,Residential,9785900.000000
202206,78751,Residential,20034900.000000
202203,78735,Residential,15901600.000000
202205,78722,Irrigation - Multi-Family,119800.000000
202208,78758,Multi-Family,59658600.000000
202204,78756,Irrigation - Multi-Family,389500.000000
202203,78739,Multi-Family,94400.000000
202207,78660,Residential,25291200.000000
202206,78747,Multi-Family,13835700.000000
202203,78754,Irrigation - Multi-Family,2805500.000000
202205,78751,Multi-Family,13870500.000000
202208,78753,Irrigation - Multi-Family,9914300.000000
202204,78726,Residential,17154700.000000
202204,78735,Multi-Family,11779800.000000
202205,78731,Irrigation - Multi-Family,1692800.000000
202208,78725,Irrigation - Residential,0.000000
202209,78721,Irrigation - Residential,600.000000
202207,78735,Irrigation - Multi-Family,6325700.000000
202205,78724,Residential,26197500.000000
202206,78726,Irrigation - Residential,54400.000000
202205,78717,Irrigation - Residential,23100.000000
202205,78739,Multi-Family,122600.000000
202204,78681,Multi-Family,964900.000000
202206,78758,Irrigation - Residential,24100.000000
202205,78727,Irrigation - Multi-Family,9863400.000000
202205,78746,Irrigation - Residential,578500.000000
202203,78728,Multi-Family,12761600.000000
202204,78746,Residential,46176700.000000
202203,78749,Multi-Family,17853200.000000
202208,78719,Multi-Family,471000.000000
202207,78752,Residential,12957800.000000
202207,78741,Multi-Family,84161800.000000
202209,78660,Residential,22222600.000000
202204,78728,Multi-Family,12423400.000000
202206,78617,Irrigation - Multi-Family,1817400.000000
202209,78726,Irrigation - Residential,12900.000000
202207,78705,Residential,12115800.000000
202208,78729,Irrigation - Multi-Family,7963400.000000
202204,78723,Multi-Family,22975800.000000
202206,78741,Irrigation - Multi-Family,4996600.000000
202207,78701,Residential,1298200.000000
202205,78702,Irrigation - Residential,20000.000000
202207,78748,Irrigation - Residential,12200.000000
202204,78653,Multi-Family,263200.000000
202206,78730,Irrigation - Residential,514400.000000
202207,78731,Irrigation - Multi-Family,1849700.000000
202204,78751,Irrigation - Multi-Family,502200.000000
202205,78725,Multi-Family,624000.000000
202208,78748,Irrigation - Multi-Family,18231600.000000
202205,78747,Multi-Family,13009600.000000
202203,78731,Residential,51695500.000000
202204,78748,Irrigation - Residential,15700.000000
202208,78744,Multi-Family,36557200.000000
202208,78754,Residential,48827500.000000
202205,78701,Multi-Family,24043200.000000
202208,78703,Irrigation - Multi-Family,1699600.000000
202206,78705,Residential,11189400.000000
202209,78703,Irrigation - Multi-Family,1158800.000000
202204,78731,Residential,71063000.000000
202208,78758,Residential,57050300.000000
202203,78753,Multi-Family,65428800.000000
202206,78703,Multi-Family,12182500.000000
202207,78744,Multi-Family,34049600.000000
202207,78757,Residential,53529400.000000
202204,78742,Residential,559300.000000
202209,78723,Multi-Family,25870900.000000
202207,78746,Residential,80763700.000000
202206,78722,Irrigation - Residential,8100.000000
202204,78717,Residential,46143900.000000
202203,78746,Irrigation - Residential,253900.000000
202203,78726,Irrigation - Residential,9900.000000
202208,78751,Residential,25635100.000000
202206,78751,Irrigation - Residential,143500.000000
202207,78722,Residential,12533000.000000
202204,78750,Irrigation - Multi-Family,1751900.000000
202205,78723,Multi-Family,26992100.000000
202208,78724,Residential,37048600.000000
202203,78741,Residential,17251200.000000
202204,78754,Multi-Family,18361400.000000
202206,78722,Multi-Family,2575000.000000
